OID_,Origins15dqmd4_Name,FREQUENCY,MEAN_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,MIN_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,MAX_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,STD_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,MEAN_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormalize,MAX_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormalized,MAX_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormaliz_1,STD_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormalized
156,522 Stewart Ave,280,25.747437686649306,3.279146321843807,88.021240622153812,18.971209514694994,64.458568029909287,610.410506437821255,,91.467703867580298
157,5C Deibler Dr,9,59.359748114042176,45.771172675901347,78.189848068351097,13.409616115925715,15.555887734349673,41.329108881743466,,14.421486898145119
158,600 Warren Rd Apt 4-2,232,65.957513808245807,9.862066088787856,89.818442450566110,17.031945724009283,17.632660189173365,165.118356258862065,,25.932817766567894
159,601 E State St,279,24.193922200037289,3.594330152598076,83.904910383085777,20.264463318681582,80.831291291043158,1210.470506474732247,,126.642428526091990
160,601 Winston Ct Apt 1,215,70.659681651163169,31.995377173266988,89.925692199804985,13.150374636867923,14.909270888620505,126.243060223069946,,20.517755659234073
161,605 S Aurora St,278,26.143745123767097,6.484719505478014,89.292532372155236,20.976260004239712,73.213673048341846,975.221987037232907,,117.946212286774482
162,607 S Aurora St,278,26.326085799446464,6.681195117256551,89.489007983933774,20.971883074848414,72.172593327150508,950.495963370815502,,116.045347218634873
163,609 E State St,276,26.646320501042311,0.861991564193918,89.648121682462957,22.507813155249835,140.581430236761832,3319.433678152942775,,367.366175013729901
164,613 E State St,276,26.751135141753107,0.741454727376518,89.768658519280351,22.515648780966782,139.021755436845211,3693.425527344590137,,369.148393044595423
165,648 Hudson Upstairs St Unit 648,268,30.031154134306941,8.109754641803526,89.628980324643024,17.262740688995493,50.215925831043869,519.539666497640269,,75.641743945112111
166,700 Warren Rd # 18-2,156,71.479348345649569,11.164158435907709,89.945264679074569,18.877546282005088,15.206619873507016,171.953396457278075,,24.973432034935186
167,702 Hudson Bedroom Downstairs St Unit 3,268,30.007070345870538,8.065370282823535,89.584595965663055,17.259629670247346,50.313456668287394,520.373081505355003,,75.822012985715560
168,702 Hudson St Unit 1,268,30.022517929678148,8.080934013877792,89.600159696717313,17.259487916347823,50.276585943817508,520.080533615687045,,75.759104108816786
169,702 Hudson St Unit 2,268,30.007070345870538,8.065370282823535,89.584595965663055,17.259629670247346,50.313456668287394,520.373081505355003,,75.822012985715560
170,702 N Aurora St,277,26.605369246221798,6.689660048300746,87.908812968460964,17.423131851384433,63.190569267092421,806.982039251592823,,102.741098989277532
