OID_,O_address,FREQUENCY,MEAN_Total_PublicTransitTime,MIN_Total_PublicTransitTime,MAX_Total_PublicTransitTime,STD_Total_PublicTransitTime,MEAN_Attraction_CostNormalized,MIN_Attraction_CostNormalized,MAX_Attraction_CostNormalized,STD_Attraction_CostNormalized
157,5C Deibler Dr,4,51.897306682013486,48.304912953057105,58.983101239267171,4.831586188120300,2.799027442294618,0.016954008503952,7.651395632555609,3.422221765057711
158,600 Warren Rd Apt 4-2,43,66.080037786566280,19.743724906851359,89.999506887361235,20.735314032581389,8.122851993588952,0.011111171989548,57.649299269989534,14.986795599748422
159,601 E State St,50,31.156001014563049,6.019118193432099,78.065694627784424,20.944611636786433,33.994041235221722,0.020600032660144,540.836482787653040,88.592627461377347
160,601 Winston Ct Apt 1,36,69.769516631477373,32.130516523149538,89.925692199804985,13.503962633165942,6.683285524587070,0.014816068321249,49.696140433181284,11.492489186463153
161,605 S Aurora St,50,31.527660263307482,7.910596202748417,85.951617561922689,22.274741791338219,38.047585968605460,0.026109647754581,749.953105529045729,119.314823058695367
162,607 S Aurora St,50,31.661263679316889,8.056447753744777,86.148093173701213,22.282903754373955,37.716699064427075,0.026244278515554,742.355919441600918,118.193342822537190
163,609 E State St,50,32.641017055865632,0.926521506234318,89.119078412653565,25.620616037994644,78.455876911493419,0.019223643174095,1578.512913257208083,251.140114336050772
164,613 E State St,50,32.742267998792251,1.047058343051718,89.239615249470972,25.640237526325183,76.388543173027841,0.019179201949353,1557.925001082385961,244.772662536774760
165,648 Hudson Upstairs St Unit 648,48,34.471649291177400,8.265177546096245,89.443312016373866,19.668086191622354,29.301106314388424,0.027658529029372,519.539666497640269,86.473164878445914
166,700 Warren Rd # 18-2,30,66.907725603734391,16.849940705747152,88.762285563398450,21.984387326967763,8.705672246440686,0.012320202331547,50.374140029714468,14.571244369263301
167,702 Hudson Bedroom Downstairs St Unit 3,48,34.535641693693016,8.528213668270519,89.398927657393898,19.645651656427464,29.333671592402535,0.027118372745573,520.373081505355003,86.605431974483281
168,702 Hudson St Unit 1,48,34.551205424747259,8.543777399324776,89.414491388448155,19.645651656427482,29.318507235842521,0.027106931910943,520.080533615687045,86.560084811909078
169,702 Hudson St Unit 2,48,34.535641693693016,8.528213668270519,89.398927657393898,19.645651656427464,29.333671592402535,0.027118372745573,520.373081505355003,86.605431974483281
170,702 N Aurora St,51,34.096084997964887,9.695649388489144,89.755353415235476,19.983262971812291,32.085295449329834,0.011141396718407,505.020133730872544,87.147184834032984
171,704 Triphammer Rd,52,49.141481557627372,12.924750554786389,86.874112130119997,19.183141480983295,18.135831493061481,0.011510909009374,250.137248761308399,43.459172347807737
