,address/street,baths,beds,coordinates/latitude,coordinates/longitude,garage,id,listPrice,is_manual,name,sqft,status,stories,type,units,year_built,transit_time_cornell,transit_time_schools,mean_transit_time_food,mean_attraction_food,mean_transit_time_groceries,mean_attraction_groceries,local/flood/flood_factor_score,local/noise/score,local/wildfire/fire_factor_score,amenity_count,driving_time
128,200 W Hill Cir,1.25,2.0,42.46632,-76.54324,0,4946062953,0.0,False,The Overlook at West Hill,855.0,for_rent,1,apartment,128,,88.2991737328469,75.50661170545868,69.37077696579897,20.52213792935388,69.17301964454413,17.623671444145852,1.0,81.0,1.0,5,874
129,924 Danby Rd,1.5,4.0,42.425702,-76.500679,0,3070355079,2100.0,True,"MLR Property Management, LLC",0.0,for_rent,1,other,2,,40.985305317392175,43.5327898386297,34.36587105108826,41.96612968289951,34.92504231378599,26.126093289839208,1.0,76.0,3.0,0,525
130,113 N Quarry St,1.0,3.0,42.439342,-76.48835,0,9309116472,2400.0,True,PPM Homes LLC,0.0,for_rent,1,apartment,5,,16.004490575542842,39.969696401378336,24.957045806655504,77.48309781702929,31.896161360026746,34.21550802228291,1.0,77.0,3.0,0,319
131,151 Dryden Rd,1.0,1.0,42.441534,-76.485747,0,3155134025,1950.0,False,Landlords Association,0.0,for_rent,1,apartment,3,0.0,10.560283416756588,39.889260149202734,25.7634629393506,259.68599879548924,35.214221757732965,38.38079838717197,,68.0,,4,242
132,508 E Buffalo St,1.5,3.0,42.44176,-76.491679,0,3829410541,2400.0,False,Landlords Association,1350.0,for_rent,1,apartment,2,0.0,17.804629390061855,39.01712712285037,23.54440020804697,85.23832853531368,30.826542817577444,34.902499257486795,1.0,79.0,3.0,2,268
133,111 Dryden Rd,1.5,3.0,42.441449,-76.486717,0,3155208557,1525.0,False,Landlords Association,0.0,for_rent,1,apartment,6,0.0,11.325351950295998,39.69639908765918,25.4856325913827,256.45354647529564,34.997288838313025,36.647627914983566,1.0,70.0,3.0,4,294
134,210 Delaware Ave,1.0,3.0,42.439892,-76.483505,0,9254273635,2850.0,True,Landlords Association,0.0,for_rent,1,apartment,2,0.0,13.999824328843053,42.7235751470217,28.95948091884369,61.52144976729212,37.07487619291658,27.93359976586348,1.0,78.0,3.0,5,301
135,87 Uptown Rd Apt F212,1.0,1.0,42.479824,-76.47422,0,9655301551,1400.0,False,,775.0,for_rent,1,apartment,1,,57.00617855099063,53.58212876369361,66.8252098303205,18.851375343851824,65.0536093892836,10.738467397571098,1.0,74.0,2.0,1,576
136,411 N Geneva St Apt 2,1.0,1.0,42.443233,-76.500648,0,9447043542,1900.0,False,,660.0,for_rent,1,apartment,1,,28.69712946154848,41.33581371233457,25.12521157843705,88.5767668008386,31.48044778543652,42.54814634775816,7.0,77.0,2.0,6,375
137,108 E State St,2.0,2.0,42.439859,-76.498531,0,9924998029,1800.0,True,Ithaca Renting Company,700.0,for_rent,1,apartment,5,0.0,26.675602648071827,40.34559769052324,22.679805396535063,673.180613752026,29.4910923321646,46.99091734472872,,69.0,,4,467
138,521 E State St,1.0,1.5,42.438945,-76.490611,0,3914265092,2125.0,True,"MLR Property Management, LLC",0.0,for_rent,1,other,9,,19.365402413384867,39.35857998843416,23.492245834944832,91.27200688547588,30.62393464325853,35.33022121537307,1.0,73.0,3.0,0,294
139,87 Uptown Rd Apt H207,1.0,1.0,42.479694,-76.474197,0,9304999752,1550.0,False,,775.0,for_rent,1,apartment,1,,56.8320819707917,53.439686107167205,66.7789988513273,18.806046227981543,64.93754500248431,10.674710895273028,1.0,74.0,2.0,1,581
140,87 Uptown Rd Apt K205,1.0,1.0,42.479134,-76.47361,0,9151962928,1450.0,False,,775.0,for_rent,1,apartment,1,,56.062184628626106,52.809770099940806,66.23929709486265,19.07997427255938,64.42428010770725,10.416117618828316,1.0,75.0,2.0,1,540
141,102 Highland Pl Apt 1,1.0,1.0,42.44241,-76.488861,0,9548497444,1550.0,False,,500.0,for_rent,1,apartment,1,,14.17188576586855,39.25678336255214,24.971350547675936,85.75020500324422,33.41518933666421,35.248079962933886,1.0,80.0,3.0,2,251
142,107 E State St,1.0,0.5,42.43952,-76.498692,0,4609880924,1870.0,False,Landlords Association,0.0,for_rent,1,apartment,2,0.0,26.841834200161376,40.44058714886012,22.713766681370565,230.6555555983464,29.50439085633176,47.81842511277674,,68.0,,2,440
143,110 N Titus Ave,1.0,1.0,42.435539,-76.499603,0,9638615418,1845.0,False,,0.0,for_rent,1,apartment,1,,32.563410095534465,40.26596157390471,25.50140321985458,84.41452657687773,31.587590546932525,47.82118656859736,8.0,78.0,3.0,3,481
144,87 Uptown Rd Apt K108,1.0,1.0,42.479176,-76.473717,0,9911442678,1550.0,False,,775.0,for_rent,1,apartment,1,,56.12249771449152,52.859117170194345,66.2894307569533,19.07978457789298,64.46448883161753,10.435098486672263,1.0,75.0,2.0,1,541
145,87 Uptown Rd Apt H202,1.0,1.0,42.479404,-76.474045,0,9952534781,1525.0,False,,775.0,for_rent,1,apartment,1,,56.43959941110747,53.11856401288009,66.45303875938613,18.79861891513677,64.67588996269481,10.538348100293494,1.0,75.0,2.0,1,548
146,112 E State St,2.0,2.0,42.439612,-76.498583,0,3112201184,1800.0,False,,0.0,for_rent,1,apartment,1,,26.732249876281102,40.377967535214246,22.6913784861692,282.59276735849886,29.495624110421357,47.25971783121944,,69.0,,6,441
147,327 W Seneca St Apt 304,1.0,1.0,42.440075,-76.503532,0,9218997222,1450.0,False,,400.0,for_rent,1,apartment,1,,30.365344749377048,39.73557931183378,23.92273125890632,121.87705931232892,31.118979558761307,51.4414531570838,3.0,70.0,2.0,0,470
148,87 Uptown Rd Apt F107,1.0,1.0,42.479996,-76.474075,0,9862570496,1550.0,False,,775.0,for_rent,1,apartment,1,,57.2293539056388,53.76472678113302,67.01039789056053,18.85949428806409,65.7764571849798,10.571897568493917,1.0,74.0,2.0,1,550
149,110 Titus # 1A,2.0,2.0,42.435417,-76.499695,0,9597377586,3500.0,False,,0.0,for_rent,1,apartment,1,,32.71666404581103,40.37206046255773,25.559151085176204,84.14449739328347,34.93421949481077,45.44997057012585,8.0,78.0,3.0,1,482
150,801 Triphammer Rd Apt A,1.0,2.0,42.463275,-76.483294,0,4340216921,1540.0,False,,0.0,for_rent,1,apartment,1,,22.872252148025616,40.11304814161636,42.881443041621445,29.97476932247688,49.642109070044896,18.040735266226985,1.0,93.0,2.0,4,254
151,102 Highland Pl Apt 4,1.0,1.0,42.442429,-76.488861,0,9051500681,2095.0,False,,0.0,for_rent,1,apartment,1,,14.197246208517742,39.282143805201336,24.996710990325145,85.36354327125582,33.44054977931341,35.126385859442934,1.0,80.0,3.0,2,252
152,372 Troy Rd Unit 2,2.0,4.0,42.389908,-76.471977,0,9811241160,2500.0,False,,1092.0,for_rent,1,apartment,1,,90.86946657396416,67.85770842899883,78.77557811666755,15.292543779752725,72.85370999952184,8.832528514177302,1.0,100.0,3.0,4,745
153,109 Dewitt Pl Apt 1,1.0,2.0,42.44207,-76.491196,0,9657086777,995.0,False,,0.0,for_rent,1,apartment,1,,17.868558133449664,39.36963307494525,24.021214447214795,80.70362959544441,31.321413525967813,33.98502877847619,1.0,80.0,3.0,2,271
154,5C Deibler Dr,1.0,2.0,42.494305,-76.37709,0,9588836722,1300.0,False,,832.0,for_rent,1,apartment,1,,142.46641287640637,53.02520977877195,59.359748114042176,15.555887734349673,51.897306682013486,2.799027442294618,1.0,100.0,2.0,5,868
